Name,Latitude,Longitude
St-Mathieu-De-Beloeil Airport,46,-73
Oconee County Regional Airport,35,-83
Manatee Springs Airport,29,-83
Boyd's Hawks Creek Airport,36,-81
Oleo Airport,40,-87
Memorial Hospital Heliport,41,-86
Dudley Airport,37,-90
Fort Wayne-District Operations Heliport,41,-85
Larew Airport,39,-80
Tri-County Airport,31,-86
Ottawa / Casselman (Shea Field),45,-75
Fincastle Airport,38,-80
"Horizon Hospital System, Greenville Heliport",41,-80
St. Joseph Hospital Heliport,27,-82
Wheeler's Point Heliport,43,-71
Uxbridge (Cottage Hospital) Heliport,44,-79
Outagamie County Regional Airport,44,-89
Newport Meadows Seaplane Base,39,-75
Emery Field,40,-76
Palm Beach County Park Airport,27,-80
Carrsville Vol Fire Dept Heliport,37,-77
Sency Airport,41,-76
Hamburg Inc Airport,43,-79
Sudbury / Coniston Airport,46,-81
Carter Flight Park Ultralightport,43,-76
Wing-Over Farm Airport,42,-71
Deer Run Airport,37,-80
Frerichs Airport,35,-86
Beloit Memorial Hospital Heliport,43,-89
Harris Homestead Heliport,43,-71
J C Blair Memorial Hospital Heliport,40,-78
Providence Webster County Airport,37,-88
Dexter Municipal Airport,37,-90
Sherman Hospital Heliport,42,-88
Talmage Field,41,-73
Fort Hope Airport,52,-88
Campbellford Airport,44,-78
Chestnut Street Garage Heliport,40,-77
Canal Fulton Airport,41,-82
Orange Municipal Airport,43,-72
Ben Hur Heliport,44,-69
Tri Cities Regional Tn Va Airport,36,-82
Los Conucos Airport,10,-65
Goodnight's Airport,36,-81
Robertson Field,43,-83
Tenerife South Airport,28,-17
Walter Reed Emergency Heliport,39,-77
Southend Farm Heliport,42,-71
El Ceibo Airport,11,-84
Flatrock Air Strip,38,-78
Illinois State Fair Heliport,40,-90
Whiting Field Naval Air Station South Airport,31,-87
Broad River Air Park,34,-83
Hecklers' Strip,43,-90
Upper Chesapeake Medical Center Heliport,40,-76
Erlen Airport,34,-85
Monroe County Ambulance Service Heliport,38,-90
Pennridge Airport,40,-75
Paul E. Kroenlein Airport,40,-89
Eagles Nest Airport,35,-78
Austin's Landing Heliport,43,-72
Vestmannaeyjar Airport,63,-20
Lowells Landing Airport,38,-86
Codazzi Airport,10,-73
Mattix Run Heliport,39,-74
Benton Farm Airport,35,-77
Los Zagales Airport,22,-83
Reykhólar Airport,65,-22
Salem Community Hospital Heliport,41,-81
Skyridge Airport,40,-86
Bridge Building Heliport,34,-84
Gap View Airport,41,-75
Simpsonville Airport,38,-78
Zeitler Airport,43,-84
Herschel Hunter Airport,38,-90
Hazleton General Hospital Heliport,41,-76
Hogue Airport,36,-85
Belknap-Icarus Acres Airport,40,-85
Fox Lake Seaplane Base,42,-88
Osceola Sheriff's Ofc - Bronson Hwy Heliport,28,-81
Veit Airport,42,-76
Zacapa Airport,15,-90
Conway Horry County Airport,34,-79
Halifax (Windsor Park) Heliport,45,-64
Mountain Airpark,35,-84
Warren Airport,42,-89
Holmes County Airport,41,-82
Sussex Airport,41,-75
Stallone Airport,40,-75
Steep Head Farm Airport,30,-85
Fort Lee Nr 1 /Hqs/ Heliport,37,-77
Stafford Regional Airport,38,-77
Barillas Airport,13,-88
Bradbury Airport,41,-88
Basher Field,43,-79
Barten Airport,43,-89
Ball Airport,34,-89
Richard Arthur Field,34,-88
Fayette Airport,38,-81
St. Vincent Outpatient Center Heliport,42,-80
Tathams' STOLport,41,-84
Daniel Oduber Quiros International Airport,11,-86
Williams Field,35,-90
Locke Lake Airport,43,-71
Watters Airport,41,-88
Beaver Lodge Estate Heliport,39,-78
Noble County Airport,40,-82
Cartersville Airport,38,-84
Hassan I Airport,27,-13
Richards Field,26,-81
Albany Airport,43,-89
D'Amico Airport,43,-77
Colonial Air Park,35,-90
Neverland Airport,42,-79
Barcroft Company Heliport,39,-75
Vertiflite Heliport,36,-84
Westport Airport,44,-73
Guardian Industries Heliport,42,-83
La Chinita International Airport,11,-72
Va Medical Center Heliport,39,-78
Fuller Heliport,41,-81
Plymouth Municipal Airport,41,-86
Boober Airport,40,-83
Tabernacle Stagefield Army Heliport,31,-86
"Hernando Village Airpark, Inc Airport",35,-90
A J Oster Co. Heliport,42,-73
Currituck County Regional Airport,36,-76
Seagate Heliport,43,-71
Mole Airport,41,-82
Lake Ell Field,44,-89
Finney's Airpark,40,-85
Raulera  Heliport,10,-64
La Palma Airport,29,-18
Swedish American Heliport,42,-89
Keene/Elmhirst's Resort Seaplane Base,44,-78
Dillon Airport,42,-86
Sherwood Farm Airport,43,-74
Sanford Seaplane Base,29,-81
Dept of Corrections Heliport,39,-90
High View Farm Airport,39,-78
Willie Run Airport,43,-83
Fox Hollow Airport,41,-77
Oakdale Army Heliport,40,-80
Monroe County Airport,36,-84
Ibm Heliport,39,-77
Selby General Hospital Heliport,39,-81
Flanagan Field,36,-78
Mac Millan Restricted Helistop,40,-75
Boyle's Landing Airport,43,-75
Schefferville Airport,55,-67
Charlevoix Area Hospital Heliport,45,-85
D.C. Airstrip,44,-77
Waltham Weston Hospital & Medical Center Heliport,42,-71
Lakeview Aerodrome,37,-80
Moody Air Force Base,31,-83
Eastmain River Airport,52,-79
Sandusky County Regional Airport,41,-83
Slate Hill Heliport,41,-75
Walter's Field,43,-76
Price County Airport,46,-90
Fort Benjamin Harrison Helipad Heliport,40,-86
Curt's Place Airport,43,-86
Shenango Valley Medical Center Heliport,41,-80
Manito Mitchell Airport,40,-90
Bussart Airport,40,-88
João Paulo II Airport,38,-26
Jorge Isaac Airport,11,-72
Block Airport,42,-90
Tgp-245 Heliport,43,-75
Savissivik Heliport,76,-65
Hanshell Flying Apple Airport,40,-84
B&B Farm Airport,42,-72
Songwood Inn Airport,41,-88
Koester Field,38,-88
Sparrow Hospital Heliport,43,-85
Okeechobee County Airport,27,-81
Arnold Field,35,-90
Whitehall Airport,32,-83
Craig Field,32,-87
Tamayare Airport,11,-70
Hamilton (General Hospital) Heliport,43,-80
Horsham Valley Airways Inc Heliport,40,-75
Dekalb Memorial Hospital Heliport,41,-80
Total Rf Heliport,40,-75
Coyoles Airport,15,-87
Fpc Heliport,30,-82
Knowlesville Airport,43,-78
Roberts Airport,39,-85
Almena Airport,42,-86
Perry-Warsaw Airport,43,-78
Harris Hill Heliport,41,-74
North Okaloosa Medical Center Heliport,31,-87
At&T Helistop,41,-75
Mallard Airport,32,-88
Roswell Animal Hospital Heliport,34,-84
Towers Heliport,33,-86
Perry County Memorial Hospital Heliport,38,-90
Sjs Heliport,41,-81
El Arrayan Airport,16,-87
Reichdrill Heliport,41,-78
Eqalugaarsuit Heliport,61,-46
Dothan Regional Airport,31,-85
Halifax-Northampton Regional Airport,36,-78
Reichhart Airport,41,-85
Webster Heliport,41,-90
Panther Helicopters Inc Heliport,30,-90
Richie's Heliport,42,-71
Huntington Municipal Airport,41,-85
Schadels Airport,41,-77
La Ye Airport,11,-74
Yale Airport,43,-83
Palm Beach Community College Heliport,27,-80
Gatlinburg Pigeon Forge Airport,36,-84
Ware Airport,42,-72
Tranquility Bay Strip,27,-82
Kidder Field,44,-76
Lawrenceville Vincennes International Airport,39,-88
Wilkes Regional Medical Center Heliport,36,-81
Schoharie Creek Airport,43,-74
Cushing Field Ltd Airport,42,-89
Cloud Nine Field,43,-84
Spring Land Heliport,40,-75
Savanna Army Depot Helipad,42,-90
Mayport Ns (Adm David L. Mcdonald Field) Airport,30,-81
Port Colborne (General Hospital) Heliport,43,-79
Drake Field,41,-86
Carlinville Area Hospital Heliport,39,-90
Mc Guire Va Medical Center Pad Heliport,37,-77
Port Huron Hospital Heliport,43,-82
Goddard Seadrome Seaplane Base,28,-82
Paradise Falls Airport,34,-84
Wayne County Hospital Heliport,37,-85
Nokomis Community Memorial Park Heliport,38,-89
Fellsmere Airport,28,-81
Jim & Peg RLA Restricted Landing Area,41,-88
Dog Island Airport,30,-85
Erdy Farm Airport,40,-83
Chukkar Farm Ultralightport,34,-84
Hardin Airport,39,-86
Almirante Padilla Airport,12,-73
Dexter Regional Airport,45,-69
Blairsville Airport,35,-84
Mirador Heliport,38,-79
Neal Field,30,-83
Porter STOLport,31,-87
Tuschen Airport,43,-90
Kosciusko Community Hospital Heliport,41,-86
Gisp Ice Landing Strip,73,-38
Mikelsons Heliport,40,-86
Martinsville/Henry County Memorial Hospital Helipo,37,-80
Warren Airpark,42,-79
Abbott Heliport,44,-71
Cranmoor Airstrip,44,-90
Ruder Airport,42,-89
Shawano Medical Center Heliport,45,-89
Spring Creek Airport,44,-89
Childrens Health Care Atl At Scottish Rite Helipor,34,-84
Southwest Hospital Heliport,38,-86
Rogers Private Airport,41,-85
Caterpillar Aurora Heliport,42,-88
Windham Airport,42,-72
La Tuque Seaplane Base,47,-73
Odell Williamson Municipal Airport,34,-78
Luther Airport,43,-76
Auburn Memorial Hospital Heliport,43,-77
St. Mary's Hospital Ozaukee Heliport,43,-88
Mead Coated Board Heliport,32,-85
Apex Healthplex Heliport,36,-79
Annapolis Seaplane Base,39,-76
Lawrence J Timmerman Airport,43,-88
Fajardo Harbor Seaplane Base,18,-66
Homerville Airport,31,-83
Hanover County Municipal Airport,38,-77
Flying W Airport,37,-82
Congo Town Airport,24,-78
Lynn Louise Heliport,43,-88
Hacienda La Pacífica Airport,10,-85
Dewind Field,43,-86
Parker Field,35,-82
West Heliport,39,-85
Wilson Airport,35,-85
Jordan Seaplane Base,29,-82
Wbz Heliport,42,-71
Superior Tours Heliport,40,-76
Osceola Regional Hospital Heliport,28,-81
Riverside Walter Reed Hospital Heliport,37,-77
Montvale Airpark,36,-84
Charlie Wilkes Airport,34,-88
Gaston  Heliport,10,-67
Pine River Airport,45,-90
Fontanges Airport,55,-71
Bancroft East Airport,43,-89
Emanuel County Airport,33,-82
CFB Greenwood,45,-65
SAP America Heliport,40,-75
Rgnl Medical Center Bayonet Point Heliport,28,-83
Newport Woods Airport,42,-83
Williams County Airport,41,-85
Barrow Medical Center Heliport,34,-84
Bayside State Prison Heliport,39,-75
Rutledge Field,35,-86
Green Acres Airport,40,-84
Darst Heliport,41,-75
Middle Peninsula Regional Airport,38,-77
William M Tuck Airport,37,-79
Marchino Field,39,-87
Florenceville Airport,46,-68
Songer Airport,40,-87
Kirkfield / Balsam Lake Airfield,45,-79
Triangle Heliport,40,-74
Jensen Field,43,-84
Ilopango International Airport,14,-89
Fuller House Heliport,42,-71
Block Island State Airport,41,-72
Mount Holly Heliport,40,-75
West Pond Heliport,42,-71
E E Lane Airport,33,-90
South Caicos Airport,22,-72
San Pedro De Macoris Airport,18,-69
Centreville Airport,39,-77
Peterstown Airport,37,-81
Mystery Farm Airport,42,-72
Windsock Village Airport,44,-71
Stone Song Heliport,43,-72
Chevron Fourchon Heliport,29,-90
Bickel's Cow Patch Airport,41,-87
Vogen Restricted Landing Area,41,-89
Haunstein Ultralightport,40,-77
Britt Brown & Porter Ranch Airport,29,-81
Mercer County Airport,37,-81
Seagate Helistop,42,-84
Sturdy Oak Farm Airport,31,-88
Carbonero Airport,10,-69
Corinto Airport,12,-87
Klein Airport,39,-88
Atlanta Municipal Airport,45,-84
Long Sault Airstrip,45,-75
Pomeroy-Mason Seaplane Base,39,-82
Robertson Field,36,-80
Grand Haven Memorial Airpark,43,-86
Louisville Winston County Airport,33,-89
Harrisburg Hospital Heliport,40,-77
Stott Private Airport,40,-75
Boyd Hospital Heliport,39,-90
Barwick Lafayette Airport,35,-85
Foley Municipal Airport,30,-88
Memorial Hospital Heliport,43,-90
Bracebridge (South Muskoka Memorial Hospital) Heli,45,-79
Air Trade Center Heliport,36,-82
Ron's Ultralight Field,36,-79
Ocala International Jim Taylor Field,29,-82
Ohio University Snyder Field,39,-82
Franwood Farms Inc. Airport,39,-79
Perry Memorial Hospital Heliport,41,-89
Ries Airport,41,-85
Louis Bennett Field,39,-80
Children's Hospital Heliport,39,-77
Delnor Community Hospital Heliport,42,-88
Seneca County Airport,41,-83
Va Medical Center Jackson Heliport,32,-90
Mountain Ridge Airport,35,-82
Henry Valve Company Heliport,42,-88
Erwin Heliport,42,-77
Mattawa Seaplane Base,46,-79
Grise Fiord Airport,76,-83
University of Alabama Hospital Heliport,34,-87
NG Cape May Armory Helistop,39,-75
Seventh Lake Seaplane Base,44,-75
Tennessee Gas Pipeline Heliport,42,-80
Rutland - Southern Vermont Regional Airport,44,-73
Frogs End Airport,44,-73
Bresett'S Mountainside Airport,47,-68
Lakewood Ranch Medical Center Helistop Heliport,27,-82
Naval Air Station Rockaway,41,-74
Lowrance Airport,36,-90
Milhon Airport,40,-86
James Clements Municipal Airport,44,-84
Manaure Airport,12,-72
Union General Hospital Heliport,35,-84
Chickville Airport,44,-71
Dungannon,44,-82
United Technology Corp. Heliport,42,-73
Montgomery Regional Hospital Heliport,37,-80
Santa Rosa de Lima Airport,14,-88
Rigrtona Airport,42,-79
Gager Field,42,-72
Technical Center Heliport,37,-77
Bakers Field,43,-90
Araslaya Airport,16,-85
Arnstein Airport,46,-80
Byrd Field,34,-80
Jack Browns Seaplane Base,28,-82
Meadville Medical Center Heliport,42,-80
Búðardalur Airport,65,-22
Berdick Field,42,-79
Belledune Airport,48,-66
Russell Airport,43,-74
Birmingham-Shuttlesworth International Airport,34,-87
St. Anthony Airport,51,-56
Smith-Stewart Field,41,-81
Milliken & County Heliport,35,-82
Anderson Hospital Heliport,39,-90
El Berriel Aeroc Airport,28,-16
Delicias South Airport,21,-76
Lake Gibson Seaplane Base,28,-82
Kikkatuck Ii Seaplane Base,41,-80
Fergus (Juergensen Field) Airport,44,-80
Sussex Airport,46,-66
B Tree Farms Airport,34,-84
Hawthorne Feather Airpark,43,-72
Hilltop Airport,43,-79
Gottschalk Field,44,-90
Bob White Field,29,-82
Old Port Royal Airport,42,-77
Gamebird Groves Airstrip,28,-81
Lanseair Farms Airport,38,-77
Port Hope Simpson Airport,53,-56
General Francisco Bermúdez Airport,11,-63
Buffalo Airfield,43,-79
Long Lake Seaplane Base,44,-71
Carlos Manuel de Cespedes Airport,20,-77
Westport / Rideau Lakes Airport,45,-76
Bernard Manor Airport,35,-90
Walnut Creek Airport,42,-89
Jefferson Hospital Heliport,40,-80
Sabanera Heliport,18,-66
Greater Rochester International Airport,43,-78
Windy Hill Airport,34,-84
St Jean Chrysostome Airport,47,-71
Deception Airport,62,-75
Stonington Airpark,41,-72
Cairo Regional Airport,37,-89
Salem Airfield,40,-75
Elmira Corning Regional Airport,42,-77
Sky Park Airport,42,-74
Air Logistics (Fourchon) Heliport,29,-90
Connelly Field,34,-82
County Rescue Services Heliport,44,-88
Redstone Army Air Field,35,-87
Miami Federal Reserve Bank Heliport,26,-80
Rabil Airport,16,-23
Franklin Municipal John Beverly Rose Airport,37,-77
Jasper County Airport,41,-87
Helton Heliport,40,-87
Routh Airport,40,-88
Oak Ridge Airport,30,-82
Breeden Company Heliport,37,-76
Sossamon Field,35,-83
Crozer-Chester Heliport,40,-75
St Louis Children's Hospital Heliport,39,-90
Tgp Station 79 Heliport,36,-88
Abrams Municipal Airport,43,-85
Exxon Heliport,31,-88
Flowers Hospital Heliport,31,-85
King Ultralightport,40,-86
Genesis Medical Center - Illini Campus Heliport,41,-90
Peddie School Heliport,40,-75
St Mary Medical Center - Galesburg Heliport,41,-90
Brablec Farms Airport,42,-84
Wyevale (Boker Field) Airport,45,-80
Sharon Hospital Heliport,42,-73
St-Victor-De-Beauce Airport,46,-71
Atwood Airport,44,-81
Western Baptist Hospital Heliport,37,-89
Marti East Airport,23,-81
Gettlefinger Field,38,-86
Edward Bodden Airfield,20,-80
St Elizabeth's Hospital Heliport,39,-90
Roto-Whirl/Holiday Heliport,40,-86
Manitowoc County Airport,44,-88
Mosteiros Airport,15,-24
Kamaniskeg Lake Seaplane Base,45,-78
Blissville Airport,46,-67
Columbus Air Force Base,34,-88
Reimer Aerodrome,40,-87
Scher Heliport,42,-75
Market Garden Airport,40,-77
Dinwiddie County Airport,37,-78
Avco/Lowell Heliport,43,-71
José Leonardo Chirinos Airport,11,-70
Bottoms Brothers Airport,38,-87
Richardson Field,38,-87
Murphy Field,43,-76
Lutz Airport,39,-89
Curtis Airport,43,-76
Tampa General Hospital Heliport,28,-82
Hagi Landing Area Airport,41,-89
Fox Station Airport,41,-86
Southwest Georgia Regional Airport,32,-84
Smithville Municipal Airport,36,-86
Fletcher Airport,43,-88
Kennedy Intranational Airport,34,-84
Crosswinds-Wilson Private Airport,33,-80
Harrison Memorial Hospital Heliport,38,-84
Long Lake /Helms Seaplane Base,44,-74
La Esperanza Airport,10,-73
Air Logistics (Venice) N Heliport,29,-89
Indian River Airport,44,-78
Summers Station Heliport,34,-81
Jacques Heliport,36,-83
Hobart Sky Ranch Airport,42,-87
Litchfield West Side Emergency Services Heliport,39,-90
Methodist Medical Center Heliport,32,-90
Barringer Field,36,-81
Beaver Dam Lake Seaplane Base,44,-89
Hardin County General Hospital Heliport,35,-88
Marquette Airport,47,-88
Jellicoe Airport,50,-88
Road Rock Inc. Heliport,26,-80
Oakhill Airpark,35,-82
Kendalls Lndg Area Airport,43,-73
Litchfield RLA Restricted Landing Area,40,-88
Prattsburg Airport,33,-84
Fairfield Memorial Hospital Heliport,38,-88
Northshore Regional Medical Center Heliport,30,-90
Carthage-Leake County Airport,33,-90
Eddie Dew Memorial Airpark,40,-81
Nordic Heliport,42,-88
Downwind Acres Airport,42,-84
Norman Kurrass Contractor Heliport,41,-73
Chivolo Airport,10,-75
Fallston General Hospital Heliport,39,-76
Ban Farm Airport,30,-87
Norman Airport,41,-88
Amílcar Cabral International Airport,17,-23
Caruthersville Memorial Airport,36,-90
Sainovich Airport,41,-80
Plainview Airport,38,-78
Rivière Bonnard Airport,51,-71
Helen Ellis Hospital Heliport,28,-83
Mountain View Airport,36,-81
Pamlico Airport,35,-77
Winter Haven Hospital Heliport,28,-82
Chesuncook Lake House Seaplane Base,46,-69
Flying Dutchman Ranch Airport,29,-82
La Guardia Airport,41,-74
Benton Municipal Airport,38,-89
Skydive Greene County Inc Airport,40,-84
Araya Airport,11,-64
Heth Army Heliport,38,-77
J T Willie Airport,41,-80
Manistee Co Blacker Airport,44,-86
Zitone Airport,41,-75
Three Castles Airpark,44,-90
Paso Caballos Airport,17,-90
Timmins (Timmins & District Hosp),48,-81
Stumpfield Heliport,43,-71
Los Llanos de Sabanatosa Airport,19,-70
Weedhopper Meadow Airport,43,-89
Hide-A-Way Hills Resort Airport,40,-82
Clinton Municipal Airport,42,-90
São Filipe Airport,15,-24
Hart Airport,43,-74
Pmmc Heliport,40,-76
Plymouth Municipal Airport,36,-77
Port Jervis Fire Department Heliport,41,-75
Penton Heliport,31,-90
Las Américas International Airport,18,-70
Schroder Airport,39,-85
Montegue Heliport,41,-75
Dew Airpark,42,-78
Danville Airpark,33,-83
Sharpe's Strip,43,-83
Weltzien Skypark Airport,41,-82
Smies Airport,44,-88
Guapiles Airport,10,-84
Lake Barkley State Park Airport,37,-88
Valhalla Airport,41,-85
Duflo Airport,44,-75
Uk Hospital Heliport,38,-85
Cane Creek Airport,35,-82
Waisley Airport,42,-80
Titusville Airport,42,-80
Kline Kill Airport,42,-74
Psnh Heliport,43,-71
Troy Skypark Airport,40,-84
One Oak Airport,38,-84
Birch Creek Plantation Airport,37,-79
Duda Airstrip,27,-81
Chibougamau (Hydro-Québec) Heliport,50,-74
Killarney Airport,46,-81
Cackleberry Airport,42,-84
Willis Gliderport,27,-80
Aserradero El Encino Airport,15,-87
Tennessee Army & Air National Guard Heliport,36,-87
Branhams Airport,34,-80
C C A Heliport,39,-84
Charloe Airport,41,-84
La Candelaria Airport,11,-68
New Germany Seaplane Base,45,-65
Lz 1 Nldc Heliport,40,-75
Wright Field,40,-84
Gallenstein Heliport,39,-84
Villa Hermosa Airport,14,-89
Ashland Regional Medical Center Heliport,41,-76
East Clear Heliport,42,-85
Isla de Tigre  Heliport,10,-62
Mayes Airport,43,-85
Shade Tree Field,31,-89
Lyndon Fire Protection District Heliport,38,-86
Monterrey Airport,10,-75
Walter Reed Forest Glen Heliport,39,-77
Amacher Strip,35,-86
Suwannee County Airport,30,-83
Bauer Airport,42,-89
Columbia Metropolitan Airport,34,-81
Flaglor Airport,36,-83
Marshall County Airport,41,-89
St. Luke's Cornwall Hospital Heliport,41,-74
Oakwood Hospital Heliport,42,-83
Pippenger Airport,41,-85
Wiregrass Hospital Heliport,31,-86
Higuerito Central Airport,15,-88
Bethel-Lake Wylie Airport,35,-81
Barnstable Municipal Boardman Polando Field,42,-70
Williams Field,42,-84
French Lick Municipal Airport,39,-87
Rigolet Airport,54,-58
Va Medical Center Heliport,40,-76
Old Fort Farm Airport,43,-78
Brandywyne Farms Airport,37,-77
Tgp Station 847 Heliport,34,-90
